S.No.,Rule,Support,Lift,Confidence
897,WHOLE GRAIN WHITE 2/32 OZ  , ROMA TOMATOES,0.058,17,1
898,KALAMATA OLIVES 52.9OZ  , ROMA TOMATOES,0.058,17,1
899,NP ORG FLAX GRNOLA 35.3Z  , ROMA TOMATOES,0.058,8.5,1
900,GAROFALO PASTA VTY 6/1.1#  , ROMA TOMATOES,0.058,17,1
901,SUGAR SNAP PEA  , ROMA TOMATOES,0.058,8.5,1
902,SCOOP AWAY 42LB LITTER BG  , ROMA TOMATOES,0.058,17,1
903,KS MOIST FLUSHABLE WIPES  , ROMA TOMATOES,0.058,17,1
904,GLADE SCENTED OIL HWN BRZ  , ROMA TOMATOES,0.058,17,1
905,KS PECORINO ROMANO 1.7#RW  , ROMA TOMATOES,0.058,17,1
906,ORGANIC SPRING MIX  , ROMA TOMATOES,0.058,17,1
907,ROMA TOMATOES  , ROMA TOMATOES,0.058,17,1
908,ORGANIC BABY PEAS 8/5#  , ROMA TOMATOES,0.058,17,1
909,BROCCOLI FLORETS 8/3.5#  , ROMA TOMATOES,0.058,17,1
910,COFFEEMATE F.VAN. 1/64 OZ  , ROMA TOMATOES,0.058,17,1
911,ONE A DAY WOMEN'S VITAMIN  , ROMA TOMATOES,0.058,17,1
912,KS 2PLY BATH TIS 30/425SH  , ROMA TOMATOES,0.058,17,1
913,RICE KRISPIE TRT 54/.78 Z  , ROMA TOMATOES,0.058,17,1
914,MINI BABYBEL CHEESE  , ROMA TOMATOES,0.058,17,1
915,FRIGO STRING CHEESE 60/1Z  , ROMA TOMATOES,0.058,17,1
916,ENGLISH CUCUMBERS  , ROMA TOMATOES,0.058,17,1
917,HALF & HALF UP HG  , ROMA TOMATOES,0.058,17,1
918,BAGELS 12 COUNT  , ROMA TOMATOES,0.058,17,1
919,RED SKIN MASHED POTATOES  , ROMA TOMATOES,0.058,17,1
920,FRESH CELERY STALKS  , ROMA TOMATOES,0.058,17,1
921,KS PLC WRAP 2/750'11 7/8  , ROMA TOMATOES,0.058,17,1
922,DELUXE VEGETBLE BLND 8/5#  , ROMA TOMATOES,0.058,17,1
923,GAROFALO SPAG 8/17.6OZ  , ROMA TOMATOES,0.058,17,1
924,KS NAT. PSYLLIUM FIBER ST  , S.V. PINTO BEANS   8/15 Z,0.058,17,1
925,LEM-LIME POWDER 76.5Z GAT  , S.V. PINTO BEANS   8/15 Z,0.058,17,1
926,BEST FOODS MAYO 64 OZ  , S.V. PINTO BEANS   8/15 Z,0.058,17,1
927,S.V. PINTO BEANS   8/15 Z  , S.V. PINTO BEANS   8/15 Z,0.058,17,1
928,CACIQUE QUESO FRESCO 2/16  , S.V. PINTO BEANS   8/15 Z,0.058,17,1
929,CAPRI SUN 10% JUICE 40/6Z  , S.V. PINTO BEANS   8/15 Z,0.058,17,1
930,LA CARRAIA UMBRIA  , CEDAR GRILLING PLANKS 6PK,0.058,17,1
931,BODEGA NORTON MALBEC RSV  , CEDAR GRILLING PLANKS 6PK,0.058,17,1
932,CHICKEN POT PIES 8CT/10OZ  , CEDAR GRILLING PLANKS 6PK,0.058,17,1
933,WHOLE ARTICHOKES 6/2-32OZ  , CEDAR GRILLING PLANKS 6PK,0.058,17,1
934,BENMARCO MALBEC  , CEDAR GRILLING PLANKS 6PK,0.058,17,1
935,CHKN POTSTICKERS 9/4.2#  , CEDAR GRILLING PLANKS 6PK,0.058,17,1
936,KS CHARDONNAY 1.5L  , CEDAR GRILLING PLANKS 6PK,0.058,17,1
937,CLOS DU BOIS CHARDONNAY  , CEDAR GRILLING PLANKS 6PK,0.058,17,1
938,ORGANIC BABY SPINACH  , CEDAR GRILLING PLANKS 6PK,0.058,17,1
939,SOUVERAIN CHARDONNAY  , CEDAR GRILLING PLANKS 6PK,0.058,17,1
940,KJ GRAND RSV CHARDONNAY  , CEDAR GRILLING PLANKS 6PK,0.058,17,1
941,KASIA'S PIEROGI 8/3-14 OZ  , CEDAR GRILLING PLANKS 6PK,0.058,17,1
942,CRIMINI MUSHROOMS  , CEDAR GRILLING PLANKS 6PK,0.058,17,1
943,RASPBERRIES 12OZ CLMSHEL  , CEDAR GRILLING PLANKS 6PK,0.058,17,1
944,FOUR BEAN SALAD 2/35.5 OZ  , CEDAR GRILLING PLANKS 6PK,0.058,17,1
945,SUGAR SNAP PEA  , CEDAR GRILLING PLANKS 6PK,0.058,8.5,1
946,SALONPAS PAIN RELIEVING  , CEDAR GRILLING PLANKS 6PK,0.058,17,1
947,KS HEALTHY WEIGHT CAT 20#  , CEDAR GRILLING PLANKS 6PK,0.058,17,1
948,KS BUTTER QTRS  6-4/1#  , CEDAR GRILLING PLANKS 6PK,0.058,17,1
949,SALAD MIX  , CEDAR GRILLING PLANKS 6PK,0.058,17,1
950,NP ORG FLAX GRNOLA 35.3Z  , CEDAR GRILLING PLANKS 6PK,0.058,8.5,1
951,WILD PACIFIC COLD WATER  , CEDAR GRILLING PLANKS 6PK,0.058,17,1
952,CEDAR GRILLING PLANKS 6PK  , CEDAR GRILLING PLANKS 6PK,0.058,17,1
953,KS MALBEC  , CEDAR GRILLING PLANKS 6PK,0.058,17,1
954,KS ORANGE JUICE 1 GALLON  , KS VITARAIN ZERO 24/20 OZ,0.058,17,1
955,BUTTER POUND CAKE  , KS VITARAIN ZERO 24/20 OZ,0.058,17,1
956,KS WHEAT BREAD  , KS VITARAIN ZERO 24/20 OZ,0.058,17,1
957,KS 2% LOWFAT MILK 2/1 GAL  , KS VITARAIN ZERO 24/20 OZ,0.058,17,1
958,CHICKEN ALFREDO  , KS VITARAIN ZERO 24/20 OZ,0.058,17,1
959,KS VITARAIN ZERO 24/20 OZ  , KS VITARAIN ZERO 24/20 OZ,0.058,17,1
960,BANANAS  , KS VITARAIN ZERO 24/20 OZ,0.058,5.666,1
961,CNTRY TIME LEMONADE 67.3Z  , KS VITARAIN ZERO 24/20 OZ,0.058,17,1
962,KS CUTS IN GRAVY 24/13.2  , KS VITARAIN ZERO 24/20 OZ,0.058,17,1
963,GOURMET CHOCOLATE CHUNK  , KS VITARAIN ZERO 24/20 OZ,0.058,17,1
964,RICE KRISPIE TRT 54/.78 Z  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
965,WHOLE GRAIN WHITE 2/32 OZ  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
966,KALAMATA OLIVES 52.9OZ  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
967,FROSTED MINI-WHEATS 70 OZ  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
968,BTB ORG CHICKEN BASE 16OZ  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
969,GAROFALO PASTA VTY 6/1.1#  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
970,GAROFALO SPAG 8/17.6OZ  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
971,NP ORG FLAX GRNOLA 35.3Z  , KS PLC WRAP 2/750'11 7/8,0.058,8.5,1
972,KS PLC WRAP 2/750'11 7/8  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
973,SCOOP AWAY 42LB LITTER BG  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
974,KS 2PLY BATH TIS 30/425SH  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
975,GLADE SCENTED OIL HWN BRZ  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
976,HALF & HALF UP HG  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
977,COFFEEMATE F.VAN. 1/64 OZ  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
978,FRIGO STRING CHEESE 60/1Z  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
979,DELUXE VEGETBLE BLND 8/5#  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
980,ORGANIC BABY PEAS 8/5#  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
981,BROCCOLI FLORETS 8/3.5#  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
982,ORGANIC GREEN BEANS 8/5#  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
983,MINI BABYBEL CHEESE  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
984,KS PECORINO ROMANO 1.7#RW  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
985,RED SKIN MASHED POTATOES  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
986,7-CHZ RAINBOW TORTELLINI  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
987,BAGELS 12 COUNT  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
988,ROMAINE HEARTS  6 CT BAG  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
989,SUGAR SNAP PEA  , KS PLC WRAP 2/750'11 7/8,0.058,8.5,1
990,ORGANIC SPRING MIX  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
991,FRESH CELERY STALKS  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
992,ENGLISH CUCUMBERS  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
993,ROMA TOMATOES  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
994,GOURMET MEDLEY POTATOES  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
995,ONE A DAY WOMEN'S VITAMIN  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
996,KS MOIST FLUSHABLE WIPES  , KS PLC WRAP 2/750'11 7/8,0.058,17,1
997,DELUXE VEGETBLE BLND 8/5#  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
998,RICE KRISPIE TRT 54/.78 Z  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
999,FRESH CELERY STALKS  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1000,KS PECORINO ROMANO 1.7#RW  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1001,7-CHZ RAINBOW TORTELLINI  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1002,MINI BABYBEL CHEESE  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1003,KS 2PLY BATH TIS 30/425SH  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1004,HALF & HALF UP HG  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1005,BTB ORG CHICKEN BASE 16OZ  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1006,GLADE SCENTED OIL HWN BRZ  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1007,ORGANIC SPRING MIX  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1008,KALAMATA OLIVES 52.9OZ  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1009,ORGANIC GREEN BEANS 8/5#  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1010,GOURMET MEDLEY POTATOES  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1011,COFFEEMATE F.VAN. 1/64 OZ  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1012,SUGAR SNAP PEA  , RICE KRISPIE TRT 54/.78 Z,0.058,8.5,1
1013,SCOOP AWAY 42LB LITTER BG  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1014,BROCCOLI FLORETS 8/3.5#  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1015,GAROFALO PASTA VTY 6/1.1#  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1016,FROSTED MINI-WHEATS 70 OZ  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1017,ENGLISH CUCUMBERS  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1018,GAROFALO SPAG 8/17.6OZ  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1019,ORGANIC BABY PEAS 8/5#  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1020,ONE A DAY WOMEN'S VITAMIN  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1021,ROMAINE HEARTS  6 CT BAG  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1022,BAGELS 12 COUNT  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1023,ROMA TOMATOES  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1024,KS PLC WRAP 2/750'11 7/8  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1025,WHOLE GRAIN WHITE 2/32 OZ  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1026,FRIGO STRING CHEESE 60/1Z  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1027,KS MOIST FLUSHABLE WIPES  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1028,RED SKIN MASHED POTATOES  , RICE KRISPIE TRT 54/.78 Z,0.058,17,1
1029,NP ORG FLAX GRNOLA 35.3Z  , RICE KRISPIE TRT 54/.78 Z,0.058,8.5,1
1030,ORGANIC GREEN BEANS 8/5#  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1031,RICE KRISPIE TRT 54/.78 Z  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1032,MINI BABYBEL CHEESE  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1033,BAGELS 12 COUNT  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1034,ROMAINE HEARTS  6 CT BAG  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1035,GOURMET MEDLEY POTATOES  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1036,ROMA TOMATOES  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1037,7-CHZ RAINBOW TORTELLINI  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1038,ORGANIC BABY PEAS 8/5#  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1039,SCOOP AWAY 42LB LITTER BG  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1040,ONE A DAY WOMEN'S VITAMIN  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1041,KS PLC WRAP 2/750'11 7/8  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1042,SUGAR SNAP PEA  , ORGANIC BABY PEAS 8/5#,0.058,8.5,1
1043,KALAMATA OLIVES 52.9OZ  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1044,BROCCOLI FLORETS 8/3.5#  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1045,BTB ORG CHICKEN BASE 16OZ  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1046,GAROFALO PASTA VTY 6/1.1#  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1047,GAROFALO SPAG 8/17.6OZ  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1048,FRESH CELERY STALKS  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1049,ENGLISH CUCUMBERS  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1050,RED SKIN MASHED POTATOES  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1051,GLADE SCENTED OIL HWN BRZ  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1052,COFFEEMATE F.VAN. 1/64 OZ  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1053,KS 2PLY BATH TIS 30/425SH  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1054,NP ORG FLAX GRNOLA 35.3Z  , ORGANIC BABY PEAS 8/5#,0.058,8.5,1
1055,DELUXE VEGETBLE BLND 8/5#  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1056,FRIGO STRING CHEESE 60/1Z  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1057,HALF & HALF UP HG  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1058,ORGANIC SPRING MIX  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1059,KS MOIST FLUSHABLE WIPES  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1060,WHOLE GRAIN WHITE 2/32 OZ  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1061,KS PECORINO ROMANO 1.7#RW  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1062,FROSTED MINI-WHEATS 70 OZ  , ORGANIC BABY PEAS 8/5#,0.058,17,1
1063,ROMAINE HEARTS  6 CT BAG  , HALF & HALF UP HG,0.058,17,1
1064,HALF & HALF UP HG  , HALF & HALF UP HG,0.058,17,1
1065,ENGLISH CUCUMBERS  , HALF & HALF UP HG,0.058,17,1
1066,RICE KRISPIE TRT 54/.78 Z  , HALF & HALF UP HG,0.058,17,1
1067,KALAMATA OLIVES 52.9OZ  , HALF & HALF UP HG,0.058,17,1
1068,DELUXE VEGETBLE BLND 8/5#  , HALF & HALF UP HG,0.058,17,1
1069,ORGANIC GREEN BEANS 8/5#  , HALF & HALF UP HG,0.058,17,1
1070,GOURMET MEDLEY POTATOES  , HALF & HALF UP HG,0.058,17,1
1071,KS PLC WRAP 2/750'11 7/8  , HALF & HALF UP HG,0.058,17,1
1072,FROSTED MINI-WHEATS 70 OZ  , HALF & HALF UP HG,0.058,17,1
1073,GAROFALO PASTA VTY 6/1.1#  , HALF & HALF UP HG,0.058,17,1
1074,ORGANIC SPRING MIX  , HALF & HALF UP HG,0.058,17,1
1075,SUGAR SNAP PEA  , HALF & HALF UP HG,0.058,8.5,1
1076,SCOOP AWAY 42LB LITTER BG  , HALF & HALF UP HG,0.058,17,1
1077,GAROFALO SPAG 8/17.6OZ  , HALF & HALF UP HG,0.058,17,1
1078,BROCCOLI FLORETS 8/3.5#  , HALF & HALF UP HG,0.058,17,1
1079,KS MOIST FLUSHABLE WIPES  , HALF & HALF UP HG,0.058,17,1
1080,COFFEEMATE F.VAN. 1/64 OZ  , HALF & HALF UP HG,0.058,17,1
1081,BAGELS 12 COUNT  , HALF & HALF UP HG,0.058,17,1
1082,GLADE SCENTED OIL HWN BRZ  , HALF & HALF UP HG,0.058,17,1
1083,FRIGO STRING CHEESE 60/1Z  , HALF & HALF UP HG,0.058,17,1
1084,NP ORG FLAX GRNOLA 35.3Z  , HALF & HALF UP HG,0.058,8.5,1
1085,RED SKIN MASHED POTATOES  , HALF & HALF UP HG,0.058,17,1
1086,WHOLE GRAIN WHITE 2/32 OZ  , HALF & HALF UP HG,0.058,17,1
1087,ONE A DAY WOMEN'S VITAMIN  , HALF & HALF UP HG,0.058,17,1
1088,KS PECORINO ROMANO 1.7#RW  , HALF & HALF UP HG,0.058,17,1
1089,BTB ORG CHICKEN BASE 16OZ  , HALF & HALF UP HG,0.058,17,1
1090,ORGANIC BABY PEAS 8/5#  , HALF & HALF UP HG,0.058,17,1
1091,FRESH CELERY STALKS  , HALF & HALF UP HG,0.058,17,1
1092,7-CHZ RAINBOW TORTELLINI  , HALF & HALF UP HG,0.058,17,1
1093,ROMA TOMATOES  , HALF & HALF UP HG,0.058,17,1
1094,KS 2PLY BATH TIS 30/425SH  , HALF & HALF UP HG,0.058,17,1
1095,MINI BABYBEL CHEESE  , HALF & HALF UP HG,0.058,17,1
1096,THOMAS' LIGHT ENG MUFFIN  , KS OMEPRAZOLE 20MG 3X14CT,0.058,17,1
1097,KS OMEPRAZOLE 20MG 3X14CT  , KS OMEPRAZOLE 20MG 3X14CT,0.058,17,1
1098,KS PECORINO ROMANO 1.7#RW  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1099,HALF & HALF UP HG  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1100,BTB ORG CHICKEN BASE 16OZ  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1101,ORGANIC SPRING MIX  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1102,FRESH CELERY STALKS  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1103,SUGAR SNAP PEA  , BROCCOLI FLORETS 8/3.5#,0.058,8.5,1
1104,GAROFALO PASTA VTY 6/1.1#  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1105,COFFEEMATE F.VAN. 1/64 OZ  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1106,GAROFALO SPAG 8/17.6OZ  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1107,ROMAINE HEARTS  6 CT BAG  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1108,ENGLISH CUCUMBERS  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1109,FRIGO STRING CHEESE 60/1Z  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1110,NP ORG FLAX GRNOLA 35.3Z  , BROCCOLI FLORETS 8/3.5#,0.058,8.5,1
1111,WHOLE GRAIN WHITE 2/32 OZ  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1112,DELUXE VEGETBLE BLND 8/5#  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1113,KS PLC WRAP 2/750'11 7/8  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1114,BAGELS 12 COUNT  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1115,ROMA TOMATOES  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1116,KS MOIST FLUSHABLE WIPES  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1117,FROSTED MINI-WHEATS 70 OZ  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1118,ORGANIC BABY PEAS 8/5#  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1119,RICE KRISPIE TRT 54/.78 Z  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1120,BROCCOLI FLORETS 8/3.5#  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1121,SCOOP AWAY 42LB LITTER BG  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1122,ORGANIC GREEN BEANS 8/5#  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1123,GOURMET MEDLEY POTATOES  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1124,KALAMATA OLIVES 52.9OZ  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1125,KS 2PLY BATH TIS 30/425SH  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1126,MINI BABYBEL CHEESE  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1127,ONE A DAY WOMEN'S VITAMIN  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1128,7-CHZ RAINBOW TORTELLINI  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1129,RED SKIN MASHED POTATOES  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1130,GLADE SCENTED OIL HWN BRZ  , BROCCOLI FLORETS 8/3.5#,0.058,17,1
1131,GLADE SCENTED OIL HWN BRZ  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1132,KALAMATA OLIVES 52.9OZ  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1133,HALF & HALF UP HG  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1134,SUGAR SNAP PEA  , BTB ORG CHICKEN BASE 16OZ,0.058,8.5,1
1135,GOURMET MEDLEY POTATOES  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1136,FRIGO STRING CHEESE 60/1Z  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1137,RED SKIN MASHED POTATOES  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1138,WHOLE GRAIN WHITE 2/32 OZ  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1139,FRESH CELERY STALKS  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1140,KS MOIST FLUSHABLE WIPES  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1141,7-CHZ RAINBOW TORTELLINI  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1142,BTB ORG CHICKEN BASE 16OZ  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1143,MINI BABYBEL CHEESE  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1144,KS PLC WRAP 2/750'11 7/8  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1145,KS 2PLY BATH TIS 30/425SH  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1146,NP ORG FLAX GRNOLA 35.3Z  , BTB ORG CHICKEN BASE 16OZ,0.058,8.5,1
1147,ROMA TOMATOES  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1148,BROCCOLI FLORETS 8/3.5#  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1149,DELUXE VEGETBLE BLND 8/5#  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1150,ONE A DAY WOMEN'S VITAMIN  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1151,ROMAINE HEARTS  6 CT BAG  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1152,GAROFALO SPAG 8/17.6OZ  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1153,FROSTED MINI-WHEATS 70 OZ  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1154,COFFEEMATE F.VAN. 1/64 OZ  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1155,KS PECORINO ROMANO 1.7#RW  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1156,BAGELS 12 COUNT  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1157,ORGANIC BABY PEAS 8/5#  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1158,ORGANIC SPRING MIX  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1159,ENGLISH CUCUMBERS  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1160,ORGANIC GREEN BEANS 8/5#  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1161,RICE KRISPIE TRT 54/.78 Z  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1162,SCOOP AWAY 42LB LITTER BG  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1163,GAROFALO PASTA VTY 6/1.1#  , BTB ORG CHICKEN BASE 16OZ,0.058,17,1
1164,ONE A DAY WOMEN'S VITAMIN  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1165,GAROFALO PASTA VTY 6/1.1#  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1166,GOURMET MEDLEY POTATOES  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1167,WHOLE GRAIN WHITE 2/32 OZ  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1168,KS 2PLY BATH TIS 30/425SH  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1169,KS PLC WRAP 2/750'11 7/8  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1170,COFFEEMATE F.VAN. 1/64 OZ  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1171,BROCCOLI FLORETS 8/3.5#  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1172,HALF & HALF UP HG  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1173,MINI BABYBEL CHEESE  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1174,ORGANIC BABY PEAS 8/5#  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1175,ORGANIC SPRING MIX  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1176,KS PECORINO ROMANO 1.7#RW  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1177,BAGELS 12 COUNT  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1178,FRESH CELERY STALKS  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1179,ROMA TOMATOES  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1180,SUGAR SNAP PEA  , COFFEEMATE F.VAN. 1/64 OZ,0.058,8.5,1
1181,SCOOP AWAY 42LB LITTER BG  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1182,DELUXE VEGETBLE BLND 8/5#  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
1183,ENGLISH CUCUMBERS  , COFFEEMATE F.VAN. 1/64 OZ,0.058,17,1
